SampleID	ACA>A	ACC>A	ACG>A	ACT>A	CCA>A	CCC>A	CCG>A	CCT>A	GCA>A	GCC>A	GCG>A	GCT>A	TCA>A	TCC>A	TCG>A	TCT>A	ACA>G	ACC>G	ACG>G	ACT>G	CCA>G	CCC>G	CCG>G	CCT>G	GCA>G	GCC>G	GCG>G	GCT>G	TCA>G	TCC>G	TCG>G	TCT>G	ACA>T	ACC>T	ACG>T	ACT>T	CCA>T	CCC>T	CCG>T	CCT>T	GCA>T	GCC>T	GCG>T	GCT>T	TCA>T	TCC>T	TCG>T	TCT>T	ATA>A	ATC>A	ATG>A	ATT>A	CTA>A	CTC>A	CTG>A	CTT>A	GTA>A	GTC>A	GTG>A	GTT>A	TTA>A	TTC>A	TTG>A	TTT>A	ATA>C	ATC>C	ATG>C	ATT>C	CTA>C	CTC>C	CTG>C	CTT>C	GTA>C	GTC>C	GTG>C	GTT>C	TTA>C	TTC>C	TTG>C	TTT>C	ATA>G	ATC>G	ATG>G	ATT>G	CTA>G	CTC>G	CTG>G	CTT>G	GTA>G	GTC>G	GTG>G	GTT>G	TTA>G	TTC>G	TTG>G	TTT>G
PD34200aR2_coloniccryptM_nanoseqv2	26.69624448	12.37983028	2.410464568	8.776513643	11.08823532	10.89459629	4.158670959	16.66056789	32.07987469	6.57450589	1.445775284	10.39563818	14.02941426	12.1820083	6.158571288	19.42614075	6.67406112	3.09495757	1.205232284	4.875840913	6.048128355	1.089459629	0	4.165141972	6.110452322	1.095750982	0	3.118691455	2.805882853	1.015167358	0	5.827842226	35.27718021	12.37983028	153.0645001	16.5778591	17.13636367	20.69973295	67.924959	32.27985028	35.13510085	28.48952552	104.0958205	15.59345727	14.02941426	25.37918396	48.03685605	19.42614075	10.1790508	2.891388122	3.113838525	3.7729474	3.703830654	1.039640762	6.603338996	6.84856577	0	2.963685222	1.120429026	4.925380446	9.60417139	1.846806506	2.010654641	18.17989836	19.43273335	6.746572285	17.64508498	25.46739495	8.333618971	6.237844572	6.603338996	8.805298847	6.421108799	2.963685222	8.963432204	4.925380446	8.7310649	13.8510488	8.042618563	13.39571458	2.776104764	0.963796041	6.227677051	8.489131651	1.851915327	3.118922286	3.301669498	0.978366539	0.917301257	1.975790148	1.120429026	0	3.49242596	0.923403253	2.010654641	9.568367558
PD37449bR3_coloniccryptM_nanoseqv2	17.07036417	4.066174062	2.359901072	5.826018252	13.88753047	2.130481299	0	6.150829606	19.55595363	6.410117125	0	9.223664372	8.359538728	4.00613278	4.825503646	9.670153593	7.586828521	3.049630546	1.179950536	0.971003042	3.967865847	0	0	1.025138268	3.008608251	2.136705708	0	0	1.857675273	1.001533195	0	5.802092156	17.07036417	5.082717577	79.05668591	15.53604867	10.91163108	8.521925196	51.70893417	8.201106141	22.56456188	16.02529281	56.53865329	19.47218034	13.00372691	12.01839834	34.98490144	12.57119967	49.91983238	41.43053061	5.236252981	48.24901868	0.931234125	1.026220617	3.28067337	7.933191299	7.378312276	2.941762566	0	10.02217606	19.46212493	12.92613982	1.01000208	67.34670495	63.1062032	31.79552349	15.70875894	156.3268205	0	4.104882467	10.9355779	11.89978695	2.766867104	4.902937609	2.227408878	22.04878732	7.961778381	11.07954841	3.030006239	80.03521458	6.593185409	3.854002847	5.236252981	3.859921495	0.931234125	1.026220617	0	3.966595649	3.689156138	0.980587522	1.113704439	13.02882887	11.50034655	5.539774206	3.030006239	71.25086176
PD37449b_coloniccryptS_nanoseqv2	7.71838534	3.133631561	0	14.77794359	7.143282097	4.369634177	4.263520916	4.203366494	7.72747664	7.804125765	1.490728405	7.351221166	5.684205916	6.128838851	0	8.790451516	4.823990837	1.044543854	0	0.985196239	2.040937742	5.462042722	0	5.254208117	4.636485984	0	2.98145681	1.050174452	0	0	0	1.95343367	16.40156885	10.44543854	55.13011152	10.83715863	12.24562645	12.01649399	55.42577191	11.55925786	17.00044861	10.03387598	56.64767939	14.70244233	17.9999854	9.193258277	32.39417632	18.55761987	47.65227513	24.20782819	19.53936896	63.81127118	1.849079675	3.145244212	2.203807977	5.750292633	9.199078272	5.942592389	1.120275093	19.21031768	19.22021484	17.61363493	1.002371075	60.29697294	70.56202279	45.51071699	17.48259328	148.8929661	2.773619512	4.193658949	0	5.750292633	6.43935479	3.96172826	8.96220074	33.61805594	9.61010742	9.270334173	10.02371075	91.38759961	3.665559625	0	0	8.323209285	0	1.048414737	2.203807977	3.833528422	8.279170445	3.96172826	0	11.52619061	7.862815162	4.635167087	1.002371075	96.09830062
PD40840bR2_coloniccryptS_nanoseqv2	16.36399731	15.39982493	3.581978965	11.78825467	29.06525915	12.80719412	1.345761401	34.09131736	39.59498371	16.18007175	4.215486254	6.199374455	22.63589216	20.19870743	1.214028041	20.4814364	9.625880771	9.239894959	0	8.841191002	3.006750946	6.403597062	4.037284202	8.264561783	12.18307191	6.4720287	4.215486254	3.099687227	9.431621733	3.029806114	0	25.35796887	17.32658539	20.53309991	146.8611376	27.50592756	14.03150442	35.21978384	68.63383144	20.66140446	42.64075168	37.75350075	77.28391466	22.73103967	25.46537868	17.16890131	76.48376658	24.38266238	5.637862845	8.735319825	8.303577174	16.07312237	7.429812788	11.37424528	16.32901587	28.15236548	0.924715166	13.78628906	1.112405863	0	6.205131463	2.792632716	3.018897977	9.567923989	17.85323234	8.735319825	16.60715435	20.80051131	9.287265985	1.034022298	7.620207407	21.35696692	12.02129715	1.969469866	5.562029314	19.52307033	14.18315763	12.10140844	5.031496629	19.13584798	3.75857523	0	0	8.509300079	1.857453197	2.068044596	2.177202116	17.47388202	3.698860663	0	3.337217588	6.833074616	7.978026167	0	9.056693932	11.48150879
PD40840b_coloniccryptS_nanoseqv2	26.08836301	14.44923529	0	10.84388839	34.25181184	11.76270973	2.740697063	11.40217054	24.46400438	20.65998707	0	20.75071088	28.44406044	21.26564975	11.00495789	25.41588304	12.56106367	2.064176471	1.20528114	6.900656245	2.014812461	0	0	8.292487667	0	11.96104514	0	5.18767772	7.585082784	4.050599952	0	8.797805667	23.18965601	29.93055883	121.7333952	21.68777677	30.22218692	31.01078019	80.85056335	20.73121917	42.81200767	46.75681284	86.05671377	24.90085306	18.96270696	28.35419967	39.12873915	19.55067926	2.806243591	11.67005452	7.238928685	10.32617114	19.48896003	11.41166906	11.97504608	42.34670818	0	0	3.337284165	2.900474767	3.544479389	8.388825913	8.041977488	12.35487475	24.32077779	12.64255906	12.40959203	30.0397706	5.568274295	6.22454676	2.177281105	27.91033039	5.554801549	5.910025692	5.562140274	9.668249222	10.63343817	5.592550609	8.041977488	7.602999849	8.418730774	0	2.068265338	12.20365681	0.928045716	2.07484892	7.620483869	32.72245632	1.851600516	4.92502141	8.899424439	11.60189907	7.975078625	2.796275304	4.020988744	10.45412479
PD40840bR3_coloniccryptM_nanoseqv2	28.81566822	20.37372565	4.715096231	16.66746651	26.84370971	20.14398608	3.944274669	28.71310289	31.64998652	34.99766682	5.475833613	19.46475352	14.11615835	26.14158881	3.603310125	33.19229593	5.763133643	4.07474513	0	8.823952857	2.982634412	2.120419587	1.314758223	7.178275723	7.535711076	4.242141433	0	7.171224979	7.528617786	3.01633717	1.201103375	21.47736795	27.85514594	16.29898052	120.2349539	21.56966254	22.86686383	30.74608401	68.3674276	31.78950677	43.70712424	13.78695966	93.08917142	20.48921423	22.58585336	24.13069736	51.64744513	22.45361195	13.28915444	8.725960238	3.127116174	13.39381279	14.87932394	13.33481459	15.13464589	33.25077889	2.774933918	10.78363302	1.106115208	7.882967183	13.37646695	2.794038672	6.04437622	17.4243623	15.18760507	9.695511375	18.76269705	17.22061645	5.579746477	12.30905962	9.729415215	21.51520987	5.549867836	6.862311924	4.424460831	7.882967183	8.917644631	5.588077343	2.014792073	11.61624153	1.898450634	2.908653413	5.211860291	5.740205482	0.929957746	10.25754968	6.48627681	25.42706621	2.774933918	2.940990825	7.742806455	7.882967183	4.458822316	1.862692448	3.02218811	8.71218115
PD37449bR2_coloniccryptS_nanoseqv2	11.48722601	15.44116049	0	10.76248631	14.08592271	12.93710798	1.364238599	4.150630491	22.89067643	8.719335112	1.423403153	4.150181742	29.11055492	2.024510304	0	20.42262506	3.829075338	2.058821399	2.401112914	7.827262769	0	4.312369326	4.092715796	5.188288113	3.05209019	0	0	1.037545436	7.512401269	1.012255152	1.223090676	6.807541687	12.44449485	7.205874896	152.4706701	12.719302	14.08592271	2.156184663	72.30464573	11.41423385	28.99485681	8.719335112	81.13397975	22.82599958	9.390501587	12.14706182	73.38544058	17.5051072	51.05008682	43.49577419	8.308282789	86.9012882	1.852622407	9.331299193	10.969776	10.73393329	10.11388015	2.95794146	3.350831945	13.7374649	29.8721904	18.52847157	6.038003348	135.1175068	105.8129072	51.22835627	16.61656558	209.6965868	7.410489629	3.110433064	8.775820801	8.782309053	10.11388015	7.887843893	3.350831945	44.15613717	34.26515958	16.67562441	7.044337239	137.0340672	20.42003473	6.766009319	1.038535349	17.94700517	1.852622407	1.036811021	4.3879104	1.951624234	0	4.929902433	3.350831945	10.79372242	20.20765821	11.11708294	4.025335565	140.867188
PD34200ai22_coloniccrypts_stdseq	25	21	6	13	18	7	1	10	18	11	3	18	24	13	3	23	8	7	3	5	4	1	2	4	4	4	2	4	10	5	2	11	37	28	254	37	21	30	118	31	18	31	143	28	20	30	102	22	7	5	9	13	7	6	5	6	3	3	2	6	8	3	3	14	30	21	22	30	7	4	11	15	12	9	7	16	11	11	15	15	4	2	1	5	3	0	5	2	1	0	4	4	1	3	3	9
PD34200at23_coloniccrypts_stdseq	36	32	5	26	29	16	8	15	38	10	9	27	31	37	4	49	10	10	2	18	5	9	2	4	7	4	3	5	9	8	1	13	46	29	338	48	17	28	172	53	35	59	191	44	28	36	105	32	10	13	11	21	8	3	12	22	2	3	4	7	11	11	3	27	40	15	31	44	13	11	17	19	17	6	12	18	14	20	12	30	6	3	5	9	6	1	5	8	3	2	5	2	8	4	2	21
PD34200at15_coloniccrypts_stdseq	30	26	3	16	38	17	3	18	31	17	2	23	36	24	8	46	14	7	1	14	4	3	2	11	7	1	1	6	10	2	2	12	38	24	311	30	34	30	128	38	36	41	167	39	31	39	115	38	11	11	4	9	4	11	7	7	3	3	2	3	13	6	6	24	50	16	17	37	13	13	15	13	23	13	13	18	10	22	18	29	6	4	6	9	3	5	4	3	2	3	3	4	4	3	7	10
PD34200ai21_coloniccrypts_stdseq	28	17	5	15	11	6	4	13	28	11	1	11	16	11	8	30	8	4	2	7	8	4	2	7	3	4	1	3	3	1	4	10	23	24	242	32	23	28	113	34	26	33	129	20	29	29	85	29	4	8	13	11	1	2	6	6	1	2	4	3	8	4	5	9	34	9	9	23	5	5	11	10	12	3	8	13	14	13	11	12	4	1	3	5	3	1	5	2	2	1	3	0	2	5	6	7
PD34200at28_coloniccrypts_stdseq	29	23	4	18	11	13	3	13	25	19	5	21	21	17	5	40	11	6	2	8	5	5	1	6	4	3	2	4	4	8	0	17	49	28	214	29	26	34	136	36	27	34	135	38	23	33	83	27	12	7	8	16	8	5	11	14	5	4	3	7	11	3	4	21	34	14	26	35	12	14	15	14	13	5	8	15	11	15	9	22	5	4	4	6	2	8	4	7	4	3	2	4	7	2	1	9
PD34200ac24_coloniccrypts_stdseq	41	25	5	28	26	23	6	20	44	17	8	26	32	33	9	39	11	10	4	12	3	6	4	5	5	0	1	6	14	3	3	12	37	37	362	49	32	44	177	42	34	55	230	42	27	43	137	38	17	10	9	17	6	4	7	12	1	4	5	5	11	6	2	22	36	14	27	34	10	11	18	21	17	15	12	24	29	19	13	24	5	2	5	7	5	2	4	9	4	2	2	6	4	7	7	11
PD34200at12_coloniccrypts_stdseq	34	19	3	18	25	13	3	15	41	7	2	26	29	26	5	40	12	4	3	10	5	2	4	2	3	7	3	5	6	4	5	10	31	27	260	32	28	25	147	31	20	30	164	31	31	47	112	17	11	7	4	6	10	7	10	11	2	2	4	6	14	4	2	26	35	16	19	38	6	11	9	15	20	13	7	16	9	14	15	22	2	3	2	2	3	4	0	2	3	1	4	3	3	3	5	13
PD34200as18_coloniccrypts_stdseq	28	16	2	9	19	11	1	9	16	11	2	16	18	19	4	16	13	13	0	6	5	2	3	3	0	5	0	4	2	4	3	11	44	23	166	33	20	33	72	29	23	24	112	45	24	25	55	24	12	12	5	12	4	5	6	11	3	3	2	7	11	3	3	10	30	11	18	39	8	13	10	7	12	5	9	13	14	10	7	19	3	3	4	4	1	4	4	3	2	3	3	1	3	4	7	7
PD34200ac7_coloniccrypts_stdseq	37	32	6	21	28	14	5	20	47	23	12	20	27	32	7	48	12	2	3	9	4	7	6	8	8	6	2	3	3	7	2	23	42	35	401	46	36	46	202	40	44	45	247	40	43	59	152	36	12	14	7	25	1	6	10	11	3	3	1	8	16	9	6	28	41	20	28	44	12	13	13	13	22	10	11	20	18	12	13	25	8	2	8	11	1	5	3	6	3	4	1	2	5	7	8	18
PD34200ac33_coloniccrypts_stdseq	46	33	4	25	33	23	2	26	46	19	7	28	35	27	11	58	10	5	0	12	9	5	3	4	3	5	0	5	7	6	1	13	52	39	427	42	38	42	221	43	24	41	240	38	24	40	161	35	10	9	15	17	11	7	7	17	5	7	0	7	8	6	2	19	44	18	17	48	8	16	14	19	21	9	5	23	20	17	17	31	3	3	7	10	4	3	2	8	4	3	1	8	3	4	10	17
PD34201at31_coloniccrypts_stdseq	17	17	5	9	18	11	1	5	14	12	3	9	12	22	6	22	8	8	0	9	5	5	2	6	1	2	1	2	8	1	0	7	33	18	172	18	32	20	91	31	14	21	111	19	19	28	69	16	10	9	10	8	4	4	7	4	5	3	1	7	5	4	4	9	29	9	12	27	8	8	10	6	9	10	5	16	15	8	5	12	5	3	3	2	2	4	2	4	1	2	2	5	4	1	6	10
PD34201as45_coloniccrypts_stdseq	16	18	3	13	9	8	2	9	15	7	2	6	15	13	2	19	5	9	2	6	2	6	2	5	7	4	1	3	4	4	2	12	25	12	176	19	15	26	83	32	18	46	98	27	17	26	65	20	12	11	7	7	2	4	4	5	3	4	0	2	14	1	10	9	34	19	17	39	8	9	10	11	11	7	4	21	24	8	5	31	1	1	2	1	2	2	4	7	2	1	1	4	5	2	4	17
PD34201at30_coloniccrypts_stdseq	27	11	3	13	10	11	1	3	24	2	4	10	16	12	2	19	5	5	0	5	3	5	0	8	3	6	0	3	10	6	1	10	30	23	165	20	21	17	90	22	16	25	89	21	14	18	58	27	5	7	5	13	5	5	7	6	1	5	3	4	11	0	1	7	14	6	13	17	12	9	9	4	6	11	8	10	11	9	6	13	1	1	4	3	1	1	2	2	0	1	1	2	5	3	4	9
PD34201at19_coloniccrypts_stdseq	25	8	2	12	5	11	3	9	19	11	5	8	14	16	4	22	8	7	0	6	3	4	1	1	1	1	0	2	6	4	2	12	33	21	188	35	19	29	109	28	16	26	116	16	17	23	77	33	4	2	3	7	2	5	2	5	1	6	0	2	7	2	2	15	19	7	21	17	5	3	7	12	9	8	8	11	6	8	4	13	2	0	1	8	2	2	2	4	1	1	2	2	0	3	2	7
PD34201at32_coloniccrypts_stdseq	18	14	4	13	16	5	1	4	23	7	1	11	9	15	7	17	12	7	0	4	3	6	2	7	5	2	1	1	4	1	1	6	25	17	165	27	18	15	99	26	14	20	121	19	21	21	58	18	5	11	7	5	6	4	6	4	5	4	2	3	5	2	4	8	19	12	7	21	5	5	8	7	10	11	7	21	12	9	4	13	5	1	6	4	2	5	1	1	0	2	2	2	1	0	5	8
PD34201as20_coloniccrypts_stdseq	11	8	3	6	9	9	2	9	11	6	1	9	8	13	2	11	5	3	0	3	3	0	1	5	3	4	1	6	1	2	1	13	33	12	98	19	17	17	59	22	14	31	62	27	10	20	35	15	9	6	4	8	5	2	4	13	1	2	2	1	6	3	5	10	32	6	7	26	4	2	4	6	18	5	8	13	9	7	4	24	4	0	1	5	1	3	2	2	0	3	2	0	2	1	4	8
PD34201as22_coloniccrypts_stdseq	17	18	2	9	5	2	4	8	11	2	3	7	12	10	1	18	7	4	1	5	6	3	3	2	3	2	2	2	7	3	1	9	30	17	133	17	13	20	66	25	21	25	97	21	20	25	60	10	5	14	5	17	4	6	2	7	1	2	3	6	7	4	3	5	30	8	17	29	5	6	8	6	4	8	9	15	11	6	2	11	5	1	2	2	0	2	2	6	2	1	0	2	4	4	4	11
PD34201as44_coloniccrypts_stdseq	24	9	2	8	13	2	2	8	14	12	2	9	9	13	4	23	12	7	0	8	6	3	0	10	3	2	0	2	7	6	4	5	41	26	151	21	14	32	100	46	18	26	116	23	26	32	77	20	8	4	9	14	5	5	6	4	1	1	3	4	9	8	1	12	43	15	9	32	5	6	12	14	11	10	5	12	14	8	4	21	3	4	3	3	0	2	2	5	0	0	3	2	5	2	5	11
PD34201ac40_coloniccrypts_stdseq	21	11	3	10	14	6	2	8	9	10	2	11	6	11	3	16	5	6	2	4	0	1	1	4	2	2	0	4	3	4	0	6	22	18	199	18	19	22	100	17	14	26	115	20	20	18	71	25	3	2	3	12	5	4	5	5	3	1	1	1	5	5	4	8	22	15	22	23	9	5	8	5	11	8	5	13	12	8	10	14	0	1	3	2	0	0	2	1	1	0	1	0	6	4	2	11
PD37449clo0001_coloniccrypts_stdseq	29	16	8	18	18	11	1	13	29	9	4	15	21	28	5	39	11	9	1	9	3	7	2	5	7	2	1	3	9	4	1	25	30	19	215	20	23	18	119	24	16	27	144	27	26	27	93	50	164	117	18	241	7	9	10	16	12	10	6	45	85	45	5	311	218	89	33	506	9	13	16	23	15	10	10	67	43	27	11	296	31	10	9	31	3	5	8	9	9	5	2	26	42	30	10	384
PD37449clo0009_coloniccrypts_stdseq	35	21	1	13	22	12	3	15	16	17	4	25	24	25	7	49	9	7	1	10	3	2	1	12	4	1	1	6	14	6	1	13	31	19	264	26	25	26	126	27	28	28	133	36	33	35	91	40	92	58	14	99	4	16	8	14	3	12	3	18	33	22	6	180	187	79	25	347	15	13	13	16	23	13	9	45	29	19	3	185	14	5	9	18	1	4	4	10	5	2	7	29	34	25	11	238
PD37449clo0014_coloniccrypts_stdseq	34	14	3	6	24	14	1	12	24	18	6	17	35	25	4	48	15	7	3	6	3	6	3	11	3	5	0	2	6	8	1	22	36	21	263	35	29	17	149	24	24	25	140	25	28	37	93	29	89	68	11	130	10	5	10	12	7	6	4	25	40	26	7	152	166	78	29	357	10	9	11	11	23	13	7	44	30	20	9	193	21	8	8	14	2	4	4	9	8	7	2	22	26	15	9	214
PD37449clo0017_coloniccrypts_stdseq	29	11	3	15	31	17	0	16	32	14	5	23	30	22	11	36	7	4	2	5	8	8	0	6	4	4	1	3	7	5	1	14	28	15	267	29	21	26	141	30	25	28	161	24	33	24	118	28	78	66	15	128	5	5	9	17	8	8	3	33	34	18	12	174	157	63	18	317	8	6	8	11	19	21	9	38	34	23	12	173	12	3	7	18	3	2	5	12	7	8	6	21	25	22	7	208
PD37449dlo0001_coloniccrypts_stdseq	16	16	2	14	17	2	4	10	17	10	4	13	21	12	3	13	6	5	2	8	4	6	0	4	6	1	1	6	4	6	3	9	30	13	121	30	20	24	90	29	12	28	89	20	22	25	50	27	75	70	16	96	11	7	3	7	4	10	4	18	32	27	8	153	153	92	32	333	13	4	8	11	14	10	11	57	29	16	8	191	12	6	5	17	3	3	1	13	8	6	3	26	22	32	4	177
PD37449dlo0002_coloniccrypts_stdseq	32	12	1	17	15	14	3	11	19	11	4	14	19	22	4	24	6	5	1	5	2	5	0	4	4	7	1	1	7	3	2	11	31	18	178	15	17	17	96	24	13	19	127	18	16	20	57	31	72	59	19	98	8	3	9	10	6	6	5	12	30	22	7	150	179	85	28	382	10	9	11	10	18	9	10	61	32	21	7	237	9	7	6	6	1	3	7	10	9	6	4	19	41	20	5	162
PD37449dlo0003_coloniccrypts_stdseq	17	21	1	11	15	11	4	10	22	8	2	12	15	11	4	27	4	9	0	1	4	5	2	2	3	5	1	2	3	7	1	13	24	16	231	21	14	20	141	26	18	24	140	30	25	21	76	28	60	39	9	69	8	6	8	4	6	8	0	22	30	11	3	109	171	92	28	272	7	14	4	9	17	9	5	41	29	18	5	179	5	4	2	16	1	2	3	13	3	1	3	17	22	16	7	162
PD37449dlo0006_coloniccrypts_stdseq	21	11	5	10	12	8	2	7	30	11	4	4	12	10	3	30	6	7	2	6	3	3	1	7	3	0	0	4	3	2	1	15	32	11	187	11	16	17	103	26	30	15	93	16	16	16	66	30	80	78	21	105	8	8	3	7	8	9	2	33	27	23	3	174	163	89	25	306	15	6	13	16	18	12	6	44	15	14	5	204	11	2	5	20	3	2	3	5	9	6	1	17	28	19	6	191
PD37449dlo0011_coloniccrypts_stdseq	21	8	2	9	13	7	2	6	12	6	1	6	10	10	3	25	5	6	1	5	5	4	1	2	2	1	0	1	4	4	1	9	20	10	89	18	8	14	55	19	11	16	62	11	14	15	35	19	79	52	10	73	3	2	10	11	7	7	4	20	28	19	7	111	114	50	11	234	10	4	6	10	12	10	6	37	24	10	7	153	11	4	3	9	3	2	2	8	11	4	0	18	18	16	5	130
PD37449dlo0012_coloniccrypts_stdseq	13	10	1	5	7	3	1	6	12	6	1	5	10	5	1	17	4	3	0	2	4	0	0	1	4	0	0	2	3	3	1	10	13	5	87	13	10	7	43	13	5	11	47	11	7	6	28	6	62	41	13	64	0	2	3	6	4	4	4	11	19	12	3	100	83	41	16	194	5	3	6	5	10	4	4	28	18	7	7	124	6	5	2	17	0	0	1	2	8	2	2	14	13	16	2	143
PD37449dlo0017_coloniccrypts_stdseq	28	13	3	17	15	6	0	18	22	13	4	11	17	23	1	32	8	5	1	5	4	2	1	7	0	2	1	4	8	4	0	13	30	22	201	25	22	21	119	18	12	25	140	20	24	16	82	21	93	63	12	125	8	6	9	13	9	14	4	26	37	34	10	166	182	74	33	367	11	9	12	10	13	12	7	46	37	21	5	182	13	11	5	26	7	4	4	10	10	4	1	28	34	24	3	183
PD37449elo0001_coloniccrypts_stdseq	19	11	1	16	9	7	5	9	29	11	4	20	26	20	3	40	7	6	4	8	3	0	1	4	3	2	1	5	3	7	1	8	21	11	176	15	19	17	114	17	22	23	131	10	27	19	68	17	48	40	6	61	4	4	6	2	9	6	3	20	29	20	5	108	104	47	22	241	7	6	7	14	13	8	5	36	19	11	5	115	8	3	2	10	3	6	0	10	2	2	1	15	21	11	6	117
PD37449elo0002_coloniccrypts_stdseq	29	19	3	20	24	7	1	14	30	12	5	18	17	24	5	46	9	4	3	8	5	3	2	5	6	3	0	3	7	8	2	17	38	22	255	25	30	26	144	28	23	26	165	25	29	42	110	27	82	64	11	96	7	11	8	5	14	8	6	22	44	24	5	155	161	70	31	353	8	9	5	15	22	11	9	54	26	23	12	190	12	6	3	17	4	6	5	7	1	3	3	22	33	22	11	188
PD37449elo0003_coloniccrypts_stdseq	34	19	3	18	17	11	3	17	41	13	0	17	26	21	7	43	9	5	0	6	1	4	3	6	1	4	1	5	6	6	1	17	32	18	261	27	20	27	160	31	22	35	182	30	29	36	122	20	86	66	14	94	7	6	12	8	8	7	2	27	52	32	3	150	149	66	33	327	13	10	12	17	29	15	9	59	35	29	11	183	10	3	5	17	3	9	1	8	3	5	3	26	24	21	12	165
PD37449elo0004_coloniccrypts_stdseq	56	19	2	19	34	8	3	20	57	15	4	29	38	25	12	59	10	7	2	5	1	5	2	10	3	2	2	4	18	6	1	24	34	21	254	36	27	22	138	33	34	31	139	27	48	34	110	52	82	59	17	94	10	7	10	8	11	8	3	31	59	27	7	153	133	67	34	333	13	11	10	19	24	10	12	54	36	22	8	187	11	7	9	18	2	4	3	5	4	4	3	21	23	18	10	163
PD37449elo0006_coloniccrypts_stdseq	12	12	0	7	8	2	2	2	11	7	1	8	12	11	0	18	7	0	1	2	1	3	1	1	0	3	1	0	2	8	0	2	24	6	143	9	7	9	70	11	6	23	79	11	11	18	43	18	33	27	5	50	2	2	1	5	3	6	1	9	19	12	3	60	70	40	12	146	2	2	3	4	10	5	11	15	12	7	5	78	9	2	5	7	1	3	0	4	1	1	1	13	15	8	0	80
PD37449elo0008_coloniccrypts_stdseq	37	24	6	17	25	12	5	10	48	21	5	15	36	27	10	36	7	9	1	9	5	6	2	8	3	4	1	10	9	5	3	15	33	26	253	25	24	33	136	32	24	30	193	34	38	33	118	42	93	71	16	111	12	6	10	14	15	7	7	32	37	29	3	176	206	71	36	398	15	11	11	17	25	9	9	56	32	18	13	201	14	11	5	16	6	7	5	8	9	12	2	28	38	19	8	193
PD37449elo0010_coloniccrypts_stdseq	18	18	2	17	19	12	1	9	34	15	2	20	28	24	3	48	7	6	2	4	6	3	1	8	1	3	1	6	8	3	0	20	29	13	313	20	25	29	181	33	25	25	194	30	27	33	108	24	72	43	9	66	6	5	6	15	10	9	10	19	21	18	4	97	163	73	21	248	14	12	10	13	17	13	11	41	29	18	9	168	12	3	3	12	2	1	4	9	9	5	7	22	18	16	5	157
PD37449elo0014_coloniccrypts_stdseq	52	25	2	31	29	15	4	23	71	16	2	38	50	37	8	67	8	5	4	13	6	2	1	4	3	7	1	8	4	9	1	14	33	24	322	33	31	16	155	24	25	31	206	37	39	33	130	40	75	53	13	101	6	7	3	6	9	5	6	17	37	15	5	117	110	49	27	256	11	10	12	12	15	10	14	40	30	12	7	157	16	5	7	17	4	4	3	7	5	6	9	22	28	13	7	131
PD37449elo0015_coloniccrypts_stdseq	22	14	0	11	12	9	2	10	24	4	1	13	14	16	2	18	3	2	3	5	0	0	1	1	3	4	0	2	4	4	1	7	15	14	144	8	13	9	57	17	12	18	102	16	19	14	59	21	41	28	6	61	3	3	2	3	4	1	5	10	22	9	4	66	77	24	11	147	4	6	7	5	8	5	7	22	14	6	1	92	9	1	3	10	4	1	1	1	5	4	4	9	18	10	5	77
PD37449flo0002_coloniccrypts_stdseq	31	20	5	20	16	7	2	17	26	12	3	22	27	19	5	48	8	4	3	6	2	4	1	12	2	3	1	6	22	11	1	24	31	20	263	25	13	25	123	18	21	24	176	24	40	39	77	36	13	10	8	26	9	9	4	9	5	3	5	4	16	3	1	16	41	15	21	31	7	7	6	12	14	9	15	14	18	11	5	19	7	3	6	8	7	2	7	8	2	0	0	7	5	3	9	17
PD37449flo0006_coloniccrypts_stdseq	26	30	5	24	20	19	3	20	32	16	3	21	38	31	8	51	11	4	3	13	10	5	3	5	7	3	1	5	73	16	2	98	24	11	255	30	23	22	126	36	19	22	148	26	92	51	107	60	11	15	10	12	7	5	6	9	5	5	3	10	10	6	3	27	31	13	19	45	3	8	10	16	8	13	13	16	16	9	9	36	5	7	5	6	1	5	3	10	0	3	4	4	3	2	2	19
PD37449flo0008_coloniccrypts_stdseq	23	5	4	3	9	8	4	6	23	10	2	12	21	19	5	27	7	5	3	4	3	3	1	4	6	1	3	3	7	6	1	7	15	14	144	12	12	15	50	12	18	15	86	15	14	14	56	12	11	6	3	8	3	1	4	8	1	2	4	1	5	4	3	18	21	15	12	31	3	3	3	11	12	5	6	6	6	6	8	18	1	4	3	4	1	0	5	4	1	0	0	1	3	5	2	18
PD37449flo0010_coloniccrypts_stdseq	21	24	2	17	20	10	0	10	33	13	3	19	19	23	6	28	9	6	3	7	6	1	2	7	5	2	2	5	9	3	1	11	28	16	260	30	31	26	129	29	15	20	161	27	30	24	85	33	13	12	6	24	5	5	5	6	4	4	2	9	22	10	6	17	42	18	18	62	10	9	12	10	16	9	9	16	20	4	3	38	1	2	3	4	2	2	2	6	4	4	2	10	1	3	6	32
PD37449flo0011_coloniccrypts_stdseq	19	14	3	11	14	6	1	13	15	8	2	15	30	14	4	27	5	1	1	4	1	0	1	5	2	1	1	5	2	4	1	12	28	18	208	15	12	11	90	17	10	19	121	17	20	26	70	15	2	5	6	8	2	3	5	8	2	0	3	1	13	3	3	11	19	10	9	29	9	6	2	6	12	5	7	14	9	9	2	7	3	2	2	7	0	2	2	7	1	0	3	2	3	5	4	11
